year_CPS,Characteristic,OppShare_New_Entrp,Breakdown,Rate_New_Entrp,Location,startup_index,Index Year,year_BDS,startup_density,Rank,Composition_of_New_Entrp,norm_rate,norm_opp,norm_density,z_rate,z_oppshare,z_startup_den,rank_last_y,rank_diff,index_last_y,index_diff,dataset,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text
1999,,,,,33340,,2000,1997,80.38999939,,,,,0,,,-1.232297421,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1991,,,,,33340,,1992,1989,91.33999634,,,,,3.833624125,,,-0.286701858,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1979,,,,,33340,,1980,1977,130.6600037,,,,,6.386159897,,,3.108808279,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2005,,,,,33340,,2006,2003,70,,,,,1.346547365,,,-2.129534006,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2016,,0.6753,,0.0015,33340,,2017,2014,60.72999954,39,,8.888888359,0,9.741043091,-6.880733967,-3.446926832,-2.93005228,39,0,-4.480000019,0.059999943,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,6.752999783,150,the metropolitan area of,basically no changes 
2002,,,,,33340,,2003,2000,74.94000244,,,,,3.9520123,,,-1.702936172,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1985,,,,,33340,,1986,1983,86.59999847,,,,,4.013076782,,,-0.696028113,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1984,,,,,33340,,1985,1982,93.02999878,,,,,1.947163701,,,-0.140760347,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2000,,,,,33340,,2001,1998,84.33999634,,,,,10.52512932,,,-0.891192377,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2006,,,,,33340,,2007,2004,73.34999847,,,,,0.378009558,,,-1.840242267,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2009,,,,0.0022,33340,,2010,2007,74.06999969,,,18,,7.490000248,-3.669724941,,-1.778066039,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,220,the metropolitan area of,.
1986,,,,,33340,,1987,1984,101.2600021,,,,,4.219320297,,,0.569948077,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1996,,,,,33340,,1997,1994,85.79000092,,,,,12.54321384,,,-0.765976071,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2004,,,,,33340,,2005,2002,74.16000366,,,,,0.070694067,,,-1.770293593,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1980,,,,,33340,,1981,1978,113.4100037,,,,,7.078818321,,,1.619171023,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1998,,,,,33340,,1999,1996,82.44000244,,,,,6.90355587,,,-1.055267811,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2011,,,,0.0022,33340,,2012,2009,60.06999969,,,11.36363506,,8.517599106,-3.669724941,,-2.987046957,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,220,the metropolitan area of,.
1987,,,,,33340,,1988,1985,97.06999969,,,,,0.478702992,,,0.208117098,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1994,,,,,33340,,1995,1992,82.93000031,,,,,7.187535763,,,-1.012953639,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1993,,,,,33340,,1994,1991,86.84999847,,,,,9.362003326,,,-0.674439132,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2001,,,,,33340,,2002,1999,75.98999786,,,,,2.405450344,,,-1.612263083,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1982,,,,,33340,,1983,1980,91.16000366,,,,,44.29413605,,,-0.302245259,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1997,,,,,33340,,1998,1995,83.98000336,,,,,5.970336914,,,-0.922279835,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1989,,,,,33340,,1990,1987,108.8099976,,,,,10.20376492,,,1.221933842,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2008,,,,0.0019,33340,,2009,2006,78.51999664,,,15.90909004,,8.609049797,-5.045871735,,-1.393782973,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,190,the metropolitan area of,.
2010,,,,0.0022,33340,,2011,2008,68,,,14.89361668,,9.159346581,-3.669724941,,-2.302245617,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,220,the metropolitan area of,.
1990,,,,,33340,,1991,1988,93.36000061,,,,,4.407270908,,,-0.112262785,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1992,,,,,33340,,1993,1990,87.59999847,,,,,3.317261219,,,-0.609672308,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2012,,0.7342,,0.002,33340,,2013,2010,54.68999863,38,,9.523808479,61.88837051,8.124521255,-4.587156296,-1.80167532,-3.451641321,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,7.342000008,200,the metropolitan area of,.
2014,,0.7249,,0.0013,33340,,2015,2012,58.34000015,39,,0,40.08330536,3.715880871,-7.798165321,-2.061451912,-3.136442423,40,1,-4.460000038,0.130000114,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,7.249000072,130,the metropolitan area of,basically no changes 
1995,,,,,33340,,1996,1993,86.55000305,,,,,13.22622299,,,-0.700345457,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2013,,0.6812,,0.0015,33340,,2014,2011,57.27000046,40,,0,40.87018585,3.586886883,-6.880733967,-3.282122374,-3.228843212,38,-2,-3.279999971,-1.180000067,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,6.811999798,150,the metropolitan area of,a large decrease
1983,,,,,33340,,1984,1981,86.94999695,,,,,1.600235224,,,-0.665803671,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2015,,0.7542,,0.001,33340,,2016,2013,59.72000122,39,,0,41.19122314,10.52949238,-9.174311638,-1.243016124,-3.01727128,39,0,-4.329999924,-0.150000095,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,7.541999817,100,the metropolitan area of,basically no changes 
2003,,,,,33340,,2004,2001,69.37000275,,,,,2.308465242,,,-2.183938026,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
1981,,,,,33340,,1982,1979,98.48999786,,,,,0,,,0.330742151,,,,,Metro Profile,Milwaukee-Waukesha-West Allis,MSA,,,the metropolitan area of,.
2007,,,,,33460,,2008,2005,97.56999969,,,,,22.08872795,,,0.251295,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2008,,,,0.0022,33460,,2009,2006,100.25,,,22.72727203,,32.25946808,-3.669724941,,0.482728541,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,220,the metropolitan area of,.
1984,,,,,33460,,1985,1982,112.25,,,,,23.83283997,,,1.518997908,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2013,,0.7313,,0.0018,33460,,2014,2011,72.06999969,35,,7.692307472,52.7817421,26.46876907,-5.504587173,-1.882680893,-1.950777531,34,-1,-2.960000038,-0.149999857,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,7.313000202,180,the metropolitan area of,basically no changes 
1992,,,,,33460,,1993,1990,107.0899963,,,,,30.94697189,,,1.073401809,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2015,,0.7392,,0.0019,33460,,2016,2013,70.45999908,38,,17.99999809,36.48902893,26.7310276,-5.045871735,-1.66201055,-2.089810371,37,-1,-3.730000019,0.799999952,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,7.392000198,190,the metropolitan area of,a slight increase
1993,,,,,33460,,1994,1991,105.9000015,,,,,36.67383194,,,0.970638871,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2012,,0.7059,,0.0021,33460,,2013,2010,69.68000031,34,,11.90476322,54.92992401,30.88838005,-4.12844038,-2.592178106,-2.157167912,35,1,-3.180000067,0.220000029,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,7.059000015,210,the metropolitan area of,basically no changes 
1991,,,,,33460,,1992,1989,107.7399979,,,,,28.10834503,,,1.129533172,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1989,,,,,33460,,1990,1987,121.2300034,,,,,28.95094299,,,2.294473171,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1990,,,,,33460,,1991,1988,109.8099976,,,,,28.33453941,,,1.308289647,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2003,,,,,33460,,2004,2001,95.69999695,,,,,35.16345978,,,0.08980944,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1995,,,,,33460,,1996,1993,104.1200027,,,,,35.80976868,,,0.816925645,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1979,,,,,33460,,1980,1977,154.2899933,,,,,29.89156914,,,5.149394512,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2011,,0.6661,,0.0021,33460,,2012,2009,74.86000061,35,,9.090908051,33.93959045,31.54780769,-4.12844038,-3.703910112,-1.709844828,34,-1,-2.75999999,-0.420000076,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,6.660999775,210,the metropolitan area of,a slight decrease
2002,,,,,33460,,2003,2000,95.51000214,,,,,28.14631844,,,0.073402286,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2000,,,,,33460,,2001,1998,105.8799973,,,,,34.64337158,,,0.96891135,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2016,,0.7631,,0.002,33460,,2017,2014,72.51999664,37,,19.99999809,30.850317,27.49171638,-4.587156296,-0.99441272,-1.911917686,38,1,-2.930000067,0.430000067,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,7.631000042,200,the metropolitan area of,a slight increase
1998,,,,,33460,,1999,1996,108.0800018,,,,,39.44162369,,,1.158894539,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1982,,,,,33460,,1983,1980,117.5500031,,,,,60.16113663,,,1.976683855,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1997,,,,,33460,,1998,1995,104.6800003,,,,,31.77115822,,,0.865284681,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1980,,,,,33460,,1981,1978,136.0500031,,,,,30.68182373,,,3.574265957,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1996,,,,,33460,,1997,1994,108.5199966,,,,,40.60493469,,,1.196890593,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1986,,,,,33460,,1987,1984,120.6100006,,,,,26.04919052,,,2.240932465,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1983,,,,,33460,,1984,1981,114.0899963,,,,,15.08795929,,,1.677892327,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1999,,,,,33460,,2000,1997,107.6100006,,,,,32.32395172,,,1.118307114,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1994,,,,,33460,,1995,1992,101.6200027,,,,,31.04812813,,,0.601036191,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2014,,0.6999,,0.0016,33460,,2015,2012,71.44999695,37,,6.976744175,32.07305527,25.2712822,-6.422018528,-2.759775877,-2.004318476,35,-2,-3.109999895,-0.620000124,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,6.999000072,160,the metropolitan area of,a slight decrease
1987,,,,,33460,,1988,1985,123.5400009,,,,,32.96919632,,,2.493954897,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1988,,,,,33460,,1989,1986,122.6299973,,,,,40.81929779,,,2.415370703,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2004,,,,,33460,,2005,2002,96.16000366,,,,,25.98963928,,,0.129533678,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1981,,,,,33460,,1982,1979,127.6600037,,,,,27.98081779,,,2.849740982,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2005,,,,,33460,,2006,2003,98.83999634,,,,,32.41408539,,,0.360966563,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2010,,0.7037,,0.002,33460,,2011,2008,82.51000214,34,,10.63829613,29.43305016,27.36512184,-4.587156296,-2.653630733,-1.049222946,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,7.037000179,200,the metropolitan area of,.
1985,,,,,33460,,1986,1983,109.0999985,,,,,32.31852722,,,1.246977091,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2006,,,,,33460,,2007,2004,99.70999908,,,,,28.84760857,,,0.43609634,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
2009,,,,0.0021,33460,,2010,2007,90.66000366,,,16,,27.59666061,-4.12844038,,-0.345423132,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,210,the metropolitan area of,.
2001,,,,,33460,,2002,1999,100.4400024,,,,,30.68115807,,,0.499136329,,,,,Metro Profile,Minneapolis-St. Paul-Bloomington,MSA,,,the metropolitan area of,.
1990,,,,,34980,,1991,1988,122.9000015,,,,,47.37454605,,,2.438687325,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1994,,,,,34980,,1995,1992,109.1100006,,,,,40.61023331,,,1.247840881,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1987,,,,,34980,,1988,1985,132.8200073,,,,,44.35990143,,,3.2953372,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2002,,,,,34980,,2003,2000,94.59999847,,,,,27.07597733,,,-0.005181795,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1979,,,,,34980,,1980,1977,173.4700012,,,,,48.97045898,,,6.805699348,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2001,,,,,34980,,2002,1999,101.4700012,,,,,31.87232018,,,0.588082671,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2012,,0.4825,,0.0047,34980,,2013,2010,78.20999908,22,,73.80952454,0,43.8420639,7.798164845,-8.832402229,-1.420553088,8,-14,2.059999943,-2.879999876,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,4.824999809,470,the metropolitan area of,a large decrease
1998,,,,,34980,,1999,1996,116.2200012,,,,,49.77157211,,,1.861830592,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1993,,,,,34980,,1994,1991,108.8399963,,,,,40.88887787,,,1.224524379,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1984,,,,,34980,,1985,1982,123.6900024,,,,,36.85948944,,,2.506908417,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1981,,,,,34980,,1982,1979,137.9499969,,,,,37.85131454,,,3.738341331,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1999,,,,,34980,,2000,1997,110.9400024,,,,,36.27835083,,,1.405872107,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1986,,,,,34980,,1987,1984,142.1999969,,,,,50.40613174,,,4.105353355,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1985,,,,,34980,,1986,1983,123.5699997,,,,,50.52207947,,,2.496545553,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2008,,,,0.005,34980,,2009,2006,106.7300034,,,86.36363983,,39.31214905,9.174311638,,1.042314291,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,500,the metropolitan area of,.
1983,,,,,34980,,1984,1981,118.1299973,,,,,17.09571075,,,2.026769638,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2003,,,,,34980,,2004,2001,93.31999969,,,,,32.19366074,,,-0.115717098,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1995,,,,,34980,,1996,1993,117.1200027,,,,,52.51928329,,,1.939550877,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2013,,0.5093,,0.0045,34980,,2014,2011,79.56999969,18,,76.92308044,0,38.0643158,6.880733967,-8.083798409,-1.303109169,22,4,-0.819999993,-0.019999981,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,5.092999935,450,the metropolitan area of,basically no changes 
2011,,0.5616,,0.0061,34980,,2012,2009,78.22000122,8,,100,0,36.7798233,14.22018337,-6.622904778,-1.419689298,5,-3,3.089999914,-1.029999971,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,5.616000175,610,the metropolitan area of,a large decrease
1996,,,,,34980,,1997,1994,114.4400024,,,,,47.91358185,,,1.708117366,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2014,,0.5998,,0.0037,34980,,2015,2012,82.80999756,22,,55.8139534,0,43.94935226,3.211009026,-5.555865288,-1.023316622,18,-4,-0.839999974,-0.280000031,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,5.998000145,370,the metropolitan area of,a slight decrease
2015,,0.691,,0.0038,34980,,2016,2013,83.16000366,16,,56,21.37931061,45.88927841,3.669724703,-3.008379221,-0.993091524,22,6,-1.120000005,1.00999999,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,6.909999847,380,the metropolitan area of,a slight increase
1997,,,,,34980,,1998,1995,120.1800003,,,,,51.09061813,,,2.203799486,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2005,,,,,34980,,2006,2003,97.68000031,,,,,31.16449356,,,0.260794193,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2016,,0.7243,,0.0027,34980,,2017,2014,82.22000122,29,,35.55555344,17.21714783,42.09575653,-1.376146913,-2.078211546,-1.074266195,16,-13,-0.109999999,-1.399999976,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,7.243000031,270,the metropolitan area of,a large decrease
1992,,,,,34980,,1993,1990,111.8600006,,,,,37.70909882,,,1.485319257,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1980,,,,,34980,,1981,1978,151.9299927,,,,,47.23727417,,,4.945594788,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2009,,,,0.0063,34980,,2010,2007,100.8399963,,,100,,39.93455124,15.13761425,,0.533678114,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,630,the metropolitan area of,.
2004,,,,,34980,,2005,2002,99.43000031,,,,,29.84213448,,,0.411916822,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2010,,0.6061,,0.0062,34980,,2011,2008,94.25,5,,100,0,42.0953598,14.67889881,-5.379887581,-0.035406187,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,6.06099987,620,the metropolitan area of,.
2000,,,,,34980,,2001,1998,109.3300018,,,,,38.50632477,,,1.266839266,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2006,,,,,34980,,2007,2004,100.4300003,,,,,29.62523079,,,0.498272598,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1991,,,,,34980,,1992,1989,120.0800018,,,,,46.37359619,,,2.195163965,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1982,,,,,34980,,1983,1980,126.9199982,,,,,65.79485321,,,2.785837173,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1989,,,,,34980,,1990,1987,142.5099945,,,,,61.07168198,,,4.13212347,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2007,,,,,34980,,2008,2005,102.5299988,,,,,27.81885719,,,0.67961961,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
1988,,,,,34980,,1989,1986,136.3999939,,,,,59.07462692,,,3.604489565,,,,,Metro Profile,Nashville-Davidson-Murfreesboro-Franklin,MSA,,,the metropolitan area of,.
2008,,,,0.0041,35620,,2009,2006,104.7900009,,,65.90908813,,37.20069504,5.045871258,,0.874783874,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,410,the metropolitan area of,.
2005,,,,,35620,,2006,2003,101.3000031,,,,,35.06409836,,,0.573402345,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2002,,,,,35620,,2003,2000,99.01999664,,,,,32.27475357,,,0.37651062,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1994,,,,,35620,,1995,1992,96.97000122,,,,,25.11170387,,,0.199481651,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1984,,,,,35620,,1985,1982,108.5599976,,,,,19.63106155,,,1.20034492,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2001,,,,,35620,,2002,1999,100.9300003,,,,,31.24782562,,,0.5414505,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2009,,,,0.0042,35620,,2010,2007,98.87000275,,,58,,37.54697037,5.504587173,,0.363557786,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,420,the metropolitan area of,.
1987,,,,,35620,,1988,1985,115.9599991,,,,,23.6651535,,,1.83937788,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1982,,,,,35620,,1983,1980,107.1600037,,,,,53.91414261,,,1.079447389,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1999,,,,,35620,,2000,1997,110.9100037,,,,,36.24272919,,,1.403281569,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1983,,,,,35620,,1984,1981,104.5100021,,,,,10.32700348,,,0.850604355,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2004,,,,,35620,,2005,2002,99.31999969,,,,,29.71253777,,,0.40241763,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1995,,,,,35620,,1996,1993,100.8399963,,,,,31.59382439,,,0.533678114,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2011,,0.8161,,0.004,35620,,2012,2009,89.13999939,12,,52.27272797,82.65670776,53.7838707,4.587155819,0.486034244,-0.476684302,14,2,2.089999914,-0.559999943,Metro Profile,New York-Northern New Jersey-Long Island,MSA,8.161000252,400,the metropolitan area of,a slight decrease
1986,,,,,35620,,1987,1984,110.9700012,,,,,15.17373943,,,1.408462644,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1981,,,,,35620,,1982,1979,111.4599991,,,,,12.44124699,,,1.450776815,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2010,,0.8348,,0.0041,35620,,2011,2008,97.33000183,14,,55.31914902,68.96863556,45.95985413,5.045871258,1.008380651,0.230569795,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,8.347999573,410,the metropolitan area of,.
1992,,,,,35620,,1993,1990,100.1500015,,,,,21.10858917,,,0.47409308,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2016,,0.8443,,0.0041,35620,,2017,2014,86.48000336,7,,66.66666412,59.38158798,48.50949097,5.045871258,1.273743749,-0.706390381,7,0,1.480000019,0.389999986,Metro Profile,New York-Northern New Jersey-Long Island,MSA,8.44299984,410,the metropolitan area of,a slight increase
2014,,0.8101,,0.0034,35620,,2015,2012,91.86000061,10,,48.83720779,67.38224792,58.82933044,1.834862232,0.318436474,-0.241796464,9,-1,0.839999974,-0.199999988,Metro Profile,New York-Northern New Jersey-Long Island,MSA,8.100999832,340,the metropolitan area of,basically no changes 
1990,,,,,35620,,1991,1988,112.3499985,,,,,32.02908707,,,1.527633429,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1989,,,,,35620,,1990,1987,122.2200012,,,,,30.44528008,,,2.379965305,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2007,,,,,35620,,2008,2005,105.0199966,,,,,30.69547272,,,0.894645333,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1988,,,,,35620,,1989,1986,119.4800034,,,,,36.64324951,,,2.143350601,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
2013,,0.7975,,0.0036,35620,,2014,2011,92.30999756,9,,53.84615326,68.52116394,57.76128387,2.752293348,-0.033518855,-0.20293662,13,4,1.059999943,-0.219999969,Metro Profile,New York-Northern New Jersey-Long Island,MSA,7.974999905,360,the metropolitan area of,basically no changes 
1985,,,,,35620,,1986,1983,106.4300003,,,,,28.95961761,,,1.016407371,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1997,,,,,35620,,1998,1995,106.9899979,,,,,34.65037537,,,1.064766288,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
1993,,,,,35620,,1994,1991,98.08999634,,,,,25.47669411,,,0.296199709,,,,,Metro Profile,New York-Northern New Jersey-Long Island,MSA,,,the metropolitan area of,.
